scenario,building,point,label,floor,z_m,PF,PF_raw,LF,ground_frac,roof_frac,avg_floor_crossings,diag_avg_soil_path_m,floor_decks_above,Dg_in,Dr_in,Dg_ref,Dr_ref,Din,Dref,basement_opening_mode,basement_ceiling_mode,roof_model,ground_radius_m,M_floor_kg_m2,M_roof_kg_m2,M_wall_kg_m2,M_foundation_wall_kg_m2,M_basement_ceiling_kg_m2
Kjellervindu 40x60 cm | R=150 m,Trebygg | stubbloft bevart,5 målepunkter,Kjeller,-1,-1.1,42.534364545624776,42.534364545624776,0.02351040178177208,0.9883834355986736,0.011616564401326492,0.0,18.927418795320666,5,0.03724690974872665,0.00043776646821726576,0.6029444604190286,0.9999492955763,0.037684676216943915,1.6028937559953285,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | stubbloft bevart,5 målepunkter,1. etasje,0,1.5,4.179183928036061,4.179183928036061,0.23928116522737813,0.9957479746759804,0.00425202532401954,0.0,0.0,4,0.48147231858255635,0.002055974547267956,0.8147647673409649,1.2059889040579064,0.4835282931298243,2.020753671398871,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | stubbloft bevart,5 målepunkter,2. etasje,1,4.5,8.628850700660555,8.628850700660555,0.11589028883341881,0.9763175368227452,0.023682463177254826,0.6532154291087213,0.0,3,0.41728993144131843,0.010122171386738512,2.1567739776471155,1.5313012453115646,0.4274121028280569,3.6880752229586804,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | stubbloft bevart,5 målepunkter,3. etasje,2,7.5,12.738300319473582,12.738300319473582,0.07850340900435966,0.8672417301773473,0.13275826982265265,1.1058367308905963,0.0,2,0.3436923112254323,0.052612777962502244,3.0461994498724074,2.0020537943392656,0.39630508918793456,5.048253244211673,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | stubbloft bevart,5 målepunkter,4. etasje,3,10.5,10.621258619293721,10.621258619293721,0.09415080037534165,0.4879984843769726,0.5120015156230275,1.4865866730420778,0.0,1,0.29010028166198587,0.3043693549237851,3.6109909245829344,2.703024826912091,0.5944696365857709,6.314015751495026,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | stubbloft bevart,5 målepunkter,5. etasje,4,13.5,2.635530094824009,2.635530094824009,0.3794303096610158,0.08305676496771944,0.9169432350322805,1.8165165576472044,0.0,0,0.2425008847302455,2.6771996938378586,3.9703144254776808,3.7246443172136283,2.9197005785681043,7.694958742691309,exposed_above_grade,same_as_floor,sloped,150.0,202.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | full utskifting + mineralull,5 målepunkter,Kjeller,-1,-1.1,14.844853153167497,14.844853153167497,0.06736341475945329,0.34495418274668327,0.6550458172533167,0.0,18.927418795320666,5,0.03724690974872665,0.07072948715172456,0.6029444604190286,0.9999492955763,0.10797639690045122,1.6028937559953285,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | full utskifting + mineralull,5 målepunkter,1. etasje,0,1.5,3.309220808790417,3.309220808790417,0.30218593976674496,0.7884673120039417,0.21153268799605818,0.0,0.0,4,0.48147231858255635,0.1291710286462116,0.8147647673409649,1.2059889040579064,0.610643347228768,2.020753671398871,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | full utskifting + mineralull,5 målepunkter,2. etasje,1,4.5,4.306531166596437,4.306531166596437,0.2322054482634398,0.7098726713264987,0.2901273286735013,0.6532154291087213,0.0,3,0.6079286807167994,0.24846247965960674,2.1567739776471155,1.5313012453115646,0.8563911603764062,3.6880752229586804,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | full utskifting + mineralull,5 målepunkter,3. etasje,2,7.5,4.493937548754474,4.493937548754474,0.22252200640330594,0.5558369246838242,0.4441630753161757,1.1058367308905963,0.0,2,0.6243979868090198,0.49894945392495993,3.0461994498724074,2.0020537943392656,1.1233474407339799,5.048253244211673,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | full utskifting + mineralull,5 målepunkter,4. etasje,3,10.5,3.7844799015108737,3.7844799015108737,0.26423710153693014,0.3594819659487325,0.6405180340512675,1.4865866730420778,0.0,1,0.5997587130724451,1.068638508161122,3.6109909245829344,2.703024826912091,1.6683972212335672,6.314015751495026,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | full utskifting + mineralull,5 målepunkter,5. etasje,4,13.5,2.3748525142599557,2.3748525142599557,0.4210787802591678,0.17375068058348933,0.8262493194165106,1.8165165576472044,0.0,0,0.5629841476792168,2.6771996938378586,3.9703144254776808,3.7246443172136283,3.2401838415170756,7.694958742691309,exposed_above_grade,same_as_floor,sloped,150.0,62.0,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | referanse lett,5 målepunkter,Kjeller,-1,-1.1,8.20064323062143,8.20064323062143,0.12194165407244789,0.19056073875763033,0.8094392612423696,0.0,18.927418795320666,5,0.03724690974872665,0.15821260615974236,0.6029444604190286,0.9999492955763,0.19545951590846902,1.6028937559953285,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | referanse lett,5 målepunkter,1. etasje,0,1.5,2.7630163339374008,2.7630163339374008,0.36192330378842275,0.6583265933949293,0.34167340660507073,0.0,0.0,4,0.48147231858255635,0.24988552631270786,0.8147647673409649,1.2059889040579064,0.7313578448952642,2.020753671398871,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | referanse lett,5 målepunkter,2. etasje,1,4.5,3.235703753572485,3.235703753572485,0.30905177858013644,0.6352344304395257,0.3647655695604743,0.6532154291087213,0.0,3,0.7240441468374994,0.4157620603552141,2.1567739776471155,1.5313012453115646,1.1398062071927135,3.6880752229586804,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | referanse lett,5 målepunkter,3. etasje,2,7.5,3.309607404421764,3.309607404421764,0.30215064139147174,0.5283028646562722,0.47169713534372787,1.1058367308905963,0.0,2,0.8058377700219435,0.7194951856231918,3.0461994498724074,2.0020537943392656,1.5253329556451352,5.048253244211673,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | referanse lett,5 målepunkter,4. etasje,3,10.5,2.9698335211939315,2.9698335211939315,0.3367192109805469,0.3817301357862011,0.618269864213799,1.4865866730420778,0.0,1,0.8115775086293189,1.3144728933328313,3.6109909245829344,2.703024826912091,2.12605040196215,6.314015751495026,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,80.0,350.0,300.0
Kjellervindu 40x60 cm | R=150 m,Trebygg | referanse lett,5 målepunkter,5. etasje,4,13.5,2.219405021864307,2.219405021864307,0.45057120721480437,0.2278333589922291,0.7721666410077709,1.8165165576472044,0.0,0,0.7899271563246776,2.6771996938378586,3.9703144254776808,3.7246443172136283,3.4671268501625363,7.694958742691309,exposed_above_grade,same_as_floor,sloped,150.0,40.375,35.0,80.0,350.0,300.0
